総合順位	No.	氏名	年齢	性別	総合記録	スイムラップ	S順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ランラップ	R順	年代区分	年代順位	年齢	年齢順位
TOV	8168	ﾀﾆｱ ﾎﾞｸﾞﾀﾞﾉヴｧ		女	4:21:28	0:55:38	68	0:13:26	40	1:52:01	0	3:01:05	0	0:03:37	0	1:16:46	0	女子45-49歳			
TOV	8196	ﾃﾗﾀﾞ ﾋﾛﾐ		女	4:48:48	0:55:04	66	0:24:13	73	1:48:55	0	3:08:12	0	0:11:44	0	1:28:52	0	女子55-59歳			
TOV	8150	ｲｲｼﾞﾏ ﾅｷﾞｻ		女	4:13:57	1:00:08	0	0:15:37	0	1:36:30	0	2:52:15	0	0:05:15	0	1:16:27	0	女子35-39歳			
TOV	8162	ﾅｶﾞｶﾜ ｶｵﾘ		女		1:00:09	0	0:19:46	0	1:53:10	0	3:13:05	0		0		0	女子40-44歳			
TOV	8190	ｺﾊﾞﾔｼ ｱﾂｺ		女	4:04:46	1:00:25	0	0:15:39	0	1:36:37	0	2:52:41	0	0:06:15	0	1:05:50	0	女子50-54歳			
TOV	8175	ｽｽﾞｷ ﾕｶﾘ		女		1:02:56	0		0		0		0		0		0	女子45-49歳			
TOV	8146	ｱｶｻﾞｷ ｴﾐ		女		1:02:57	0		0		0		0		0		0	女子30-34歳			
TOV	8163	ﾐﾜ ｱﾕﾐ		女		1:03:02	0		0		0		0		0		0	女子40-44歳			
TOV	8192	ﾂﾕｷ ﾅｵｺ		女		1:03:45	0		0		0		0		0		0	女子55-59歳			
TOV	8134	ﾊﾂﾔﾏ ﾕﾘ		女		1:04:24	0		0		0		0		0		0	女子25-29歳			
TOV	8165	ﾐﾂﾊｼ ｻﾁｺ		女		1:04:31	0		0		0		0		0		0	女子40-44歳			
TOV	8603	ﾄﾐﾅｶﾞ ﾋｻﾖ		女		1:05:07	0		0		0		0		0		0	女子40-44歳			
TOV	8138	ﾎｼﾉ ｼｵﾘ		女		1:06:29	0		0		0		0		0		0	女子30-34歳			
TOV	8137	ﾀﾆｸﾞﾁ ﾖｳｺ		女		1:07:49	0		0		0		0		0		0	女子30-34歳			
TOV	8131	ﾀｳﾁ ﾉｿﾞﾐ		女		1:08:02	0		0		0		0		0		0	女子25-29歳			
TOV	8187	ﾏﾁﾀﾞ ﾏﾘ		女		1:12:15	0		0		0		0		0		0	女子50-54歳			
