順位	No.	氏名	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	総合順位
40	41	河野 雄揮	2:49:55	0:27:09	35	1:25:46	50	1:52:55	38	0:57:00	66	40
41	20	泉山 浩志	2:50:14	0:27:13	37	1:25:45	49	1:52:58	39	0:57:16	68	41
42	49	木村 隆也	2:50:38	0:26:11	23	1:26:51	55	1:53:02	40	0:57:36	74	42
43	34	高松 宗司	2:50:40	0:31:28	94	1:20:01	18	1:51:29	35	0:59:11	95	43
44	58	浅川 大道	2:50:44	0:30:32	76	1:22:15	30	1:52:47	37	0:57:57	78	44
45	136	秋山 充二郎	2:50:58	0:37:44	182	1:24:53	45	2:02:37	78	0:48:21	15	45
46	12	秋本 伊知郎	2:51:25	0:26:35	28	1:28:11	62	1:54:46	43	0:56:39	62	46
47	202	吉田 圭汰	2:51:27	0:30:18	71	1:33:35	103	2:03:53	87	0:47:34	8	47
48	15	小島 駿亮	2:51:32	0:34:07	131	1:24:10	41	1:58:17	59	0:53:15	46	49
49	76	藤井 彰	2:52:15	0:31:26	92	1:32:59	94	2:04:25	91	0:47:50	12	50
50	81	田中 康晴	2:52:20	0:31:25	91	1:28:15	63	1:59:40	68	0:52:40	41	51
51	21	星野 達也	2:52:23	0:24:22	9	1:28:57	68	1:53:19	41	0:59:04	90	52
52	65	大沼 宣雄	2:52:27	0:31:32	96	1:26:16	53	1:57:48	55	0:54:39	51	53
53	182	宮下 聡史	2:52:47	0:34:54	145	1:27:16	56	2:02:10	74	0:50:37	30	54
54	207	鹿野 颯太	2:52:54	0:33:15	120	1:25:17	46	1:58:32	60	0:54:22	50	55
55	99	大石 隼之	2:52:56	0:25:09	13	1:31:59	89	1:57:08	50	0:55:48	56	56
56	172	高山 祥平	2:53:46	0:37:10	176	1:25:31	47	2:02:41	79	0:51:05	33	57
57	190	星 裕次	2:54:22	0:36:51	169	1:27:34	59	2:04:25	92	0:49:57	26	58
58	184	藤原 彰倫	2:54:42	0:28:25	49	1:29:47	74	1:58:12	58	0:56:30	60	59
59	54	河野 篤志	2:54:59	0:30:41	80	1:28:36	65	1:59:17	62	0:55:42	54	60
60	40	須崎 哲	2:55:12	0:30:21	72	1:27:32	58	1:57:53	56	0:57:19	69	61
61	103	渡邊 悠太	2:55:21	0:26:12	24	1:33:25	99	1:59:37	67	0:55:44	55	62
62	87	福島 唯実	2:55:23	0:31:20	89	1:25:56	52	1:57:16	51	0:58:07	79	63
63	142	大隅 潤也	2:55:31	0:32:43	113	1:31:31	87	2:04:14	90	0:51:17	36	64
64	35	遠藤 慧	2:55:34	0:26:24	25	1:23:08	36	1:49:32	29	1:06:02	145	65
65	109	九矢 政史	2:55:42	0:34:41	138	1:24:36	44	1:59:17	63	0:56:25	59	66
66	157	永野 良顕	2:55:43	0:31:34	97	1:33:57	105	2:05:31	99	0:50:12	28	67
67	89	松田 裕	2:56:06	0:30:55	84	1:32:26	91	2:03:21	84	0:52:45	42	68
68	154	覚張 正樹	2:56:07	0:35:26	154	1:29:32	73	2:04:58	96	0:51:09	34	69
69	84	平塚 幹隆	2:56:10	0:28:35	51	1:28:59	69	1:57:34	53	0:58:36	82	70
70	133	舘野 正	2:56:13	0:33:43	128	1:28:47	67	2:02:30	77	0:53:43	48	71
71	199	古屋 裕崇	2:57:02	0:35:48	159	1:33:30	100	2:09:18	124	0:47:44	9	72
72	72	町田 幸宏	2:57:05	0:30:55	85	1:28:31	64	1:59:26	66	0:57:39	75	73
73	82	土谷 祐行	2:57:15	0:32:04	105	1:23:01	34	1:55:05	44	1:02:10	113	74
74	200	矢吹 潤平	2:57:53	0:41:18	205	1:25:52	51	2:07:10	112	0:50:43	32	75
75	185	ステッカ ステファン クリスティアン	2:57:55	0:37:29	178	1:21:54	28	1:59:23	64	0:58:32	81	76
76	48	小杉 隆造	2:58:04	0:28:55	59	1:30:29	81	1:59:24	65	0:58:40	84	77
77	31	中野 哲明	2:59:15	0:26:34	27	1:31:33	88	1:58:07	57	1:01:08	105	78
78	168	馬場 勉	2:59:52	0:35:11	148	1:31:28	86	2:06:39	105	0:53:13	44	79
79	52	中野 直規	2:59:53	0:33:15	121	1:29:06	72	2:02:21	76	0:57:32	73	80
80	69	江野 史人	3:00:08	0:33:19	123	1:30:08	79	2:03:27	86	0:56:41	64	81
81	16	櫻井 啓之	3:01:41	0:27:30	41	1:35:54	120	2:03:24	85	0:58:17	80	83
82	23	買手屋 昌己	3:01:42	0:27:50	45	1:29:49	75	1:57:39	54	1:04:03	129	84
83	66	福田 正	3:02:12	0:29:36	68	1:25:31	48	1:55:07	45	1:07:05	153	85
84	44	阿部 和博	3:02:23	0:29:35	67	1:30:23	80	1:59:58	69	1:02:25	116	87
85	134	松井 誠	3:03:08	0:32:05	107	1:34:44	113	2:06:49	111	0:56:19	58	89
86	161	平田 国治	3:04:27	0:34:01	130	1:29:56	78	2:03:57	88	1:00:30	102	91
87	143	小林 一幸	3:05:16	0:30:42	81	1:30:41	83	2:01:23	71	1:03:53	127	92
88	62	矢野 龍太郎	3:05:31	0:27:12	36	1:37:33	132	2:04:45	94	1:00:46	104	93
89	108	杉平 洋平	3:06:31	0:33:05	117	1:35:44	118	2:08:49	119	0:57:42	76	96
90	86	轟 健一郎	3:06:50	0:31:19	88	1:33:34	101	2:04:53	95	1:01:57	111	97
91	119	正木 一之	3:07:06	0:32:39	111	1:32:54	93	2:05:33	100	1:01:33	108	99
92	113	高草木 康史	3:07:06	0:31:11	87	1:34:35	111	2:05:46	101	1:01:20	106	100
93	46	城田 広樹	3:07:21	0:26:37	30	1:36:07	122	2:02:44	80	1:04:37	139	101
94	129	河本 淳	3:08:03	0:38:50	196	1:33:35	102	2:12:25	141	0:55:38	53	103
95	232	山岸 正幸	3:08:09	0:34:19	134	1:44:38	179	2:18:57	163	0:49:12	22	104
96	67	小田切 泰寿	3:08:42	0:26:56	34	1:39:49	143	2:06:45	110	1:01:57	112	105
97	206	安藤 哲雄	3:08:47	0:37:21	177	1:29:51	76	2:07:12	113	1:01:35	109	106
98	111	三浦 志朗	3:09:00	0:35:14	151	1:36:20	123	2:11:34	136	0:57:26	71	107
99	158	磯田 真也	3:09:36	0:33:17	122	1:29:54	77	2:03:11	82	1:06:25	148	108
100	228	渡辺 泰成	3:10:11	0:34:49	140	1:36:23	124	2:11:12	134	0:58:59	87	109
101	236	小原 孟	3:10:22	0:38:06	187	1:28:37	66	2:06:43	109	1:03:39	123	110
102	169	伊藤 信一	3:10:31	0:37:39	180	1:33:04	96	2:10:43	130	0:59:48	100	111
103	102	坂本 大武	3:10:51	0:29:17	65	1:42:35	162	2:11:52	138	0:58:59	88	112
104	201	恩田 幸長	3:11:11	0:34:54	144	1:29:05	71	2:03:59	89	1:07:12	154	113
105	124	山岸 城太郎	3:11:13	0:36:38	166	1:30:36	82	2:07:14	114	1:03:59	128	114
106	53	原 正彦	3:11:48	0:27:24	38	1:43:47	169	2:11:11	133	1:00:37	103	116
107	178	内田 進	3:12:00	0:35:05	147	1:35:07	115	2:10:12	128	1:01:48	110	117
108	159	春山 岳雄	3:12:04	0:30:32	77	1:32:33	92	2:03:05	81	1:08:59	162	118
109	75	小林 隆	3:12:08	0:34:52	142	1:33:11	97	2:08:03	116	1:04:05	132	119
110	80	池田 征央	3:12:45	0:32:08	108	1:36:54	129	2:09:02	122	1:03:43	125	120
111	100	岡 航平	3:13:24	0:28:27	50	1:33:48	104	2:02:15	75	1:11:09	175	121
112	180	山本 祐紀	3:13:56	0:34:54	143	1:39:55	146	2:14:49	148	0:59:07	92	122
113	118	小松 宏哉	3:14:00	0:36:07	163	1:29:05	70	2:05:12	97	1:08:48	160	123
114	194	鷹野 浩三	3:14:13	0:33:00	116	1:37:48	133	2:10:48	131	1:03:25	121	124
115	196	新井 崇康	3:14:16	0:36:58	171	1:38:36	137	2:15:34	151	0:58:42	85	125
116	215	春山 泰久	3:14:16	0:37:02	173	1:33:00	95	2:10:02	126	1:04:14	135	126
117	173	村田 克也	3:14:20	0:31:58	103	1:36:52	128	2:08:50	120	1:05:30	141	127
118	85	高橋 頼孝	3:14:28	0:30:54	83	1:35:07	116	2:06:01	102	1:08:27	159	128
119	110	梶原 徹	3:15:38	0:34:41	137	1:41:50	158	2:16:31	153	0:59:07	93	129
120	121	綿貫 聡志	3:15:43	0:34:13	133	1:34:42	112	2:08:55	121	1:06:48	151	130
121	211	中田 大祐	3:16:00	0:37:44	183	1:34:02	106	2:11:46	137	1:04:14	134	132
122	149	重成 有	3:16:18	0:30:27	75	1:31:06	85	2:01:33	72	1:14:45	187	133
123	116	櫻木 太	3:16:34	0:33:30	127	1:37:31	131	2:11:01	132	1:05:33	143	134
124	101	松下 達也	3:16:36	0:27:51	46	1:44:34	178	2:12:25	140	1:04:11	133	135
125	193	森戸 憲治	3:17:31	0:34:29	136	1:39:10	140	2:13:39	144	1:03:52	126	137
126	141	岡野 憲司	3:17:34	0:37:09	175	1:41:20	153	2:18:29	161	0:59:05	91	138
127	90	渡邊 永法	3:17:38	0:31:53	102	1:34:50	114	2:06:43	108	1:10:55	173	139
128	98	角田 幸弘	3:19:34	0:30:51	82	1:39:50	144	2:10:41	129	1:08:53	161	142
129	26	武藤 良則	3:20:18	0:28:54	57	1:40:19	150	2:09:13	123	1:11:05	174	143
130	122	北島 直樹	3:20:25	0:34:12	132	1:47:33	186	2:21:45	173	0:58:40	83	144
131	186	滝沢 昇	3:20:27	0:35:19	153	1:41:25	154	2:16:44	155	1:03:43	124	145
132	218	高野 陽平	3:20:34	0:36:38	167	1:41:28	155	2:18:06	160	1:02:28	117	146
133	115	養田 亮介	3:20:58	0:36:39	168	1:39:58	147	2:16:37	154	1:04:21	136	147
134	92	鈴木 英明	3:21:05	0:33:23	125	1:40:04	148	2:13:27	142	1:07:38	156	148
135	55	瀧澤 史晃	3:21:22	0:34:24	135	1:39:14	141	2:13:38	143	1:07:44	157	149
136	226	坂井 太一	3:22:08	0:46:03	215	1:36:07	121	2:22:10	175	0:59:58	101	151
137	105	長嶺 翔太	3:22:49	0:35:30	155	1:34:25	109	2:09:55	125	1:12:54	180	152
138	156	吉田 智昭	3:22:52	0:31:49	100	1:38:15	135	2:10:04	127	1:12:48	178	153
139	155	佐久間 俊彰	3:23:12	0:29:33	66	1:35:49	119	2:05:22	98	1:17:50	194	154
140	138	小川原 泰文	3:23:13	0:38:55	197	1:42:06	160	2:21:01	171	1:02:12	114	155
141	128	千田 茂雄	3:23:40	0:32:39	112	1:44:55	181	2:17:34	159	1:06:06	146	156
142	151	岸田 洋	3:23:59	0:31:26	93	1:36:46	127	2:08:12	118	1:15:47	189	157
143	170	横田 龍太	3:24:09	0:42:50	207	1:43:25	164	2:26:15	187	0:57:54	77	158
144	45	新藤 健司	3:24:28	0:34:50	141	1:46:15	184	2:21:05	172	1:03:23	120	159
145	107	日比野 暢	3:24:33	0:32:05	106	1:43:27	166	2:15:32	150	1:09:01	163	160
146	183	渡邉 穂高	3:24:45	0:40:15	201	1:42:01	159	2:22:16	176	1:02:29	118	161
147	163	齊藤 幸一	3:26:15	0:40:27	203	1:38:21	136	2:18:48	162	1:07:27	155	162
148	153	長岡 治	3:26:39	0:36:06	162	1:43:35	167	2:19:41	167	1:06:58	152	163
149	68	中西 賢介	3:26:46	0:30:22	73	1:37:10	130	2:07:32	115	1:19:14	199	164
150	152	松井 正典	3:27:00	0:37:00	172	1:31:03	84	2:08:03	117	1:18:57	198	165
151	210	高橋 洋行	3:27:08	0:38:07	188	1:44:15	171	2:22:22	177	1:04:46	140	166
152	71	後藤 誠	3:27:21	0:36:18	164	1:44:29	176	2:20:47	170	1:06:34	150	167
153	177	山口 実	3:27:26	0:33:05	118	1:41:31	156	2:14:36	146	1:12:50	179	168
154	221	冨岡 穣	3:27:48	0:38:01	186	1:39:07	139	2:17:08	157	1:10:40	172	169
155	167	川又 永治	3:28:53	0:39:15	198	1:40:12	149	2:19:27	165	1:09:26	167	170
156	70	小泉 力	3:29:17	0:35:11	149	1:44:21	173	2:19:32	166	1:09:45	169	171
157	176	加野浩之	3:29:28	0:38:27	190	1:41:39	157	2:20:06	168	1:09:22	165	172
158	125	村井 健一	3:29:41	0:42:09	206	1:34:02	108	2:16:11	152	1:13:30	184	173
159	139	古賀 賢二郎	3:30:11	0:31:01	86	1:53:39	196	2:24:40	183	1:05:31	142	174
160	227	大藏 裕也	3:32:27	0:38:17	189	1:46:15	185	2:24:32	180	1:07:55	158	177
161	97	嶌田 哲也	3:32:42	0:35:56	160	1:44:29	175	2:20:25	169	1:12:17	177	178
162	131	右川 博幹	3:33:26	0:44:37	212	1:44:44	180	2:29:21	195	1:04:05	131	179
163	225	山田 幸誠	3:34:18	0:38:34	191	1:36:25	125	2:14:59	149	1:19:19	200	180
164	179	舟越 和宏	3:34:54	0:50:24	217	1:38:46	138	2:29:10	192	1:05:44	144	181
165	175	大島 昇	3:35:26	0:37:44	181	1:44:17	172	2:22:01	174	1:13:25	182	182
166	224	清水 賢臣	3:35:53	0:44:47	213	1:44:33	177	2:29:20	194	1:06:33	149	183
167	231	原田 亮	3:36:40	0:36:58	170	1:56:36	201	2:33:34	199	1:03:06	119	184
168	78	杉山 豊二	3:38:46	0:33:06	119	1:43:42	168	2:16:48	156	1:21:58	204	185
169	203	横田 衛	3:39:32	0:37:47	184	1:48:15	188	2:26:02	185	1:13:30	183	186
170	162	粟飯原 光広	3:41:08	0:45:35	214	1:40:52	151	2:26:27	188	1:14:41	186	187
171	63	横山 満春	3:42:50	0:32:00	104	1:55:02	199	2:27:02	189	1:15:48	190	189
172	135	尼子 雅章	3:43:10	0:35:17	152	1:49:18	189	2:24:35	181	1:18:35	196	190
173	239	中野 祥平	3:44:04	0:50:45	218	1:44:14	170	2:34:59	201	1:09:05	164	191
174	93	中川 太	3:44:28	0:30:39	78	1:57:51	203	2:28:30	191	1:15:58	191	193
175	187	野原 繁男	3:44:39	0:41:02	204	1:54:15	197	2:35:17	202	1:09:22	166	194
176	165	和田 実	3:45:10	0:39:53	200	1:55:47	200	2:35:40	203	1:09:30	168	195
177	233	富澤 浩一	3:45:22	0:44:21	210	1:48:03	187	2:32:24	197	1:12:58	181	196
178	160	小島 敦	3:45:32	0:43:01	208	1:43:02	163	2:26:03	186	1:19:29	201	197
179	222	大川 明秀	3:45:57	0:40:20	202	1:53:30	195	2:33:50	200	1:12:07	176	198
180	217	冨廣 祐太郎	3:47:24	0:38:38	193	2:05:07	209	2:43:45	210	1:03:39	122	199
181	209	結束 淳一	3:53:19	0:43:55	209	1:45:24	183	2:29:19	193	1:24:00	206	201
182	208	西野谷 旅	3:56:46	0:38:43	194	1:57:04	202	2:35:47	204	1:20:59	202	202
183	73	唐澤 伸郎	3:57:47	0:32:49	115	1:52:54	193	2:25:43	184	1:32:04	209	203
184	96	元川 治明	3:58:00	0:32:30	109	2:06:37	210	2:39:07	206	1:18:53	197	204
185	150	木須 和広	3:58:35	0:36:30	165	2:06:49	211	2:43:19	209	1:15:16	188	205
186	189	静野 敦	4:02:08	0:37:06	174	2:03:25	208	2:40:31	207	1:21:37	203	206
187	229	松本 潤一	4:14:27	0:35:11	150	1:49:27	190	2:24:38	182	1:49:49	212	209
188	197	蓮尾 亮	4:16:26	0:44:33	211	2:09:16	212	2:53:49	214	1:22:37	205	210
189	174	藤田 俊治	4:17:06	0:38:49	195	1:54:39	198	2:33:28	198	1:43:38	211	211
190	148	栗田 啓一	4:17:20	0:39:51	199	2:03:14	207	2:43:05	208	1:34:15	210	212
DNF	61	城戸 勉		0:31:25	90	1:52:05	192	2:23:30	178			DNF
DNF	1	長島 翔太		0:21:38	2							DNF
DNF	130	田之頭 宏明		0:37:37	179							DNF
DNF	144	太田 一宏		0:33:23	126							DNF
DNF	95	後藤 建也										DNF
DNF	104	澤幡 元輝										DNF
DNF	132	山田 竜輔										DNF
DNF	214	中山 稔巳										DNF
DNF	220	丹羽 史彰										DNF
DNF	238	戸谷 英貴										DNF
SKIP	166	皆川 健次	3:17:49			1:33:17				0:49:24		SKIP
DSQ	192	大平 貴司	3:34:09							0:51:34		DSQ
DSQ	219	西山 聡裕	4:00:40							1:18:19		DSQ
DSQ	237	椛澤 泰弘	3:21:57							1:12:45		DSQ
